Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Year,Month,Day,Hour,Day_of_Week,Is_Weekend,Avg_Number_of_Riders,Avg_Historical_Cost_of_Ride,Lag_Number_of_Riders,Lag_Historical_Cost_of_Ride
45,17,Rural,Gold,10,4.93,2024-10-21 21:00:00,Premium,148,430.0665305032927,2024,10,21,21,0,0,74.28571428571429,336.22788540262707,51.0,246.92292493661097
92,34,Suburban,Regular,98,3.99,2024-10-21 21:00:00,Economy,140,396.6387527092545,2024,10,21,21,0,0,73.71428571428571,347.8080176928849,45.0,430.0665305032927
69,36,Suburban,Gold,55,4.74,2024-10-21 09:00:00,Economy,109,436.0114486061054,2024,10,21,9,0,0,70.14285714285714,345.4519697764849,92.0,396.6387527092545
56,14,Suburban,Silver,30,3.67,2024-10-21 21:00:00,Economy,48,202.9454568505992,2024,10,21,21,0,0,67.57142857142857,342.07304035538294,69.0,436.0114486061054
43,26,Rural,Regular,59,4.91,2024-10-21 14:00:00,Economy,175,731.7816872483901,2024,10,21,14,0,0,60.714285714285715,362.7597852224088,56.0,202.9454568505992
86,48,Urban,Silver,37,4.15,2024-10-21 21:00:00,Economy,84,216.05054809363543,2024,10,21,21,0,0,63.142857142857146,364.5209840492724,43.0,731.7816872483901
61,34,Urban,Gold,82,3.99,2024-10-21 21:00:00,Premium,10,83.86835620425342,2024,10,21,21,0,0,64.57142857142857,353.888029606727,86.0,216.05054809363543
50,36,Suburban,Gold,18,4.61,2024-10-21 21:00:00,Economy,145,572.2420492964254,2024,10,21,21,0,0,65.28571428571429,363.3215915543408,61.0,83.86835620425342
73,34,Urban,Regular,95,4.31,2024-10-21 09:00:00,Premium,21,118.8070474355678,2024,10,21,9,0,0,62.57142857142857,362.26384997503334,50.0,572.2420492964254
76,7,Urban,Gold,76,4.35,2024-10-21 09:00:00,Economy,72,245.8935711917164,2024,10,21,9,0,0,63.57142857142857,363.96245037007964,73.0,118.8070474355678
87,41,Urban,Regular,87,4.36,2024-10-21 21:00:00,Economy,87,387.1117403297744,2024,10,21,21,0,0,68.0,354.3778915951535,76.0,245.8935711917164
53,33,Rural,Regular,40,3.8,2024-10-21 09:00:00,Premium,139,507.9505746530285,2024,10,21,9,0,0,69.42857142857143,352.9243362822604,87.0,387.1117403297744
71,8,Suburban,Silver,57,3.68,2024-10-21 21:00:00,Economy,75,249.302974601016,2024,10,21,21,0,0,67.28571428571429,356.8272766159649,53.0,507.9505746530285
32,5,Rural,Gold,80,3.55,2024-10-21 21:00:00,Economy,14,45.91711193197189,2024,10,21,21,0,0,63.142857142857146,356.0207862100043,71.0,249.302974601016
91,30,Suburban,Gold,34,3.69,2024-10-21 14:00:00,Economy,96,424.6120578300381,2024,10,21,14,0,0,69.0,358.6316978161052,32.0,45.91711193197189
47,37,Suburban,Gold,64,3.75,2024-10-21 09:00:00,Economy,31,85.97357530080251,2024,10,21,9,0,0,65.28571428571429,358.09599265107266,91.0,424.6120578300381
23,13,Rural,Silver,42,4.55,2024-10-21 21:00:00,Economy,87,328.9669925908357,2024,10,21,21,0,0,57.714285714285715,352.5902197605923,47.0,85.97357530080251
57,20,Rural,Regular,92,3.74,2024-10-21 09:00:00,Economy,53,172.62943414987132,2024,10,21,9,0,0,53.42857142857143,352.2225904095266,23.0,328.9669925908357
48,17,Suburban,Silver,2,4.09,2024-10-21 18:00:00,Economy,85,261.9435328532634,2024,10,21,18,0,0,52.714285714285715,346.402119916344,57.0,172.62943414987132
22,5,Urban,Gold,39,4.92,2024-10-21 18:00:00,Economy,56,199.0416803252397,2024,10,21,18,0,0,45.714285714285715,351.99143988311056,48.0,261.9435328532634
60,19,Urban,Silver,37,4.22,2024-10-21 18:00:00,Economy,68,232.2834549147445,2024,10,21,18,0,0,49.714285714285715,348.9515847364707,22.0,199.0416803252397
94,42,Rural,Regular,0,4.23,2024-10-21 09:00:00,Premium,36,185.311838106628,2024,10,21,9,0,0,50.142857142857146,338.282510775136,60.0,232.2834549147445
43,6,Suburban,Silver,34,4.4,2024-10-21 09:00:00,Premium,24,153.76143970087224,2024,10,21,9,0,0,49.57142857142857,332.71263804640796,94.0,185.311838106628
97,18,Suburban,Regular,53,4.25,2024-10-21 21:00:00,Premium,26,126.4771352873347,2024,10,21,21,0,0,60.142857142857146,329.7763408077984,43.0,153.76143970087224
47,17,Rural,Silver,7,4.8,2024-10-21 09:00:00,Economy,173,609.5038276051239,2024,10,21,9,0,0,58.714285714285715,324.8097506136514,97.0,126.4771352873347
39,28,Urban,Silver,72,3.76,2024-10-21 14:00:00,Premium,87,287.1624375675698,2024,10,21,14,0,0,57.42857142857143,312.1908473951793,47.0,609.5038276051239
50,39,Suburban,Regular,94,3.81,2024-10-21 18:00:00,Premium,139,406.32480651562713,2024,10,21,18,0,0,61.42857142857143,320.03279551470945,39.0,287.1624375675698
35,17,Urban,Regular,78,4.4,2024-10-21 18:00:00,Premium,61,249.03711265544783,2024,10,21,18,0,0,57.857142857142854,306.75561133293263,50.0,406.32480651562713
28,8,Suburban,Regular,69,3.86,2024-10-21 18:00:00,Premium,175,620.9016915662245,2024,10,21,18,0,0,48.42857142857143,307.18139305204215,35.0,249.03711265544783
51,32,Rural,Regular,98,4.44,2024-10-21 09:00:00,Premium,51,267.0607016773296,2024,10,21,9,0,0,49.57142857142857,307.8526522767328,28.0,620.9016915662245
54,12,Suburban,Silver,84,4.98,2024-10-21 18:00:00,Premium,172,715.7547930992089,2024,10,21,18,0,0,43.42857142857143,317.3755943632633,51.0,267.0607016773296
65,10,Urban,Regular,77,4.36,2024-10-21 14:00:00,Economy,170,430.385487919734,2024,10,21,14,0,0,46.0,318.50048553694603,54.0,715.7547930992089
61,26,Rural,Gold,21,3.85,2024-10-21 09:00:00,Premium,126,604.273047008686,2024,10,21,9,0,0,49.142857142857146,324.1092054836987,65.0,430.385487919734
46,9,Suburban,Silver,67,4.22,2024-10-21 18:00:00,Premium,47,243.5250631593867,2024,10,21,18,0,0,48.57142857142857,325.4618590273249,61.0,604.273047008686
73,50,Urban,Regular,7,4.22,2024-10-21 21:00:00,Economy,45,176.2144067384048,2024,10,21,21,0,0,54.0,306.9429496769921,46.0,243.5250631593867
86,49,Urban,Regular,99,3.51,2024-10-21 21:00:00,Economy,130,471.4796320940979,2024,10,21,21,0,0,62.285714285714285,315.4572524770075,73.0,176.2144067384048
75,7,Suburban,Gold,100,4.13,2024-10-21 09:00:00,Economy,134,453.3769493913552,2024,10,21,9,0,0,65.71428571428571,327.7742055832442,86.0,471.4796320940979
39,29,Suburban,Silver,12,4.24,2024-10-21 18:00:00,Economy,97,251.1073064574406,2024,10,21,18,0,0,63.57142857142857,317.06971415527806,75.0,453.3769493913552
33,6,Rural,Gold,90,4.81,2024-10-21 21:00:00,Premium,139,521.8019208244536,2024,10,21,21,0,0,59.0,330.50287660157426,39.0,251.1073064574406
40,29,Suburban,Silver,6,4.94,2024-10-21 21:00:00,Premium,71,346.4926515319707,2024,10,21,21,0,0,56.0,333.85617927958276,33.0,521.8019208244536
54,35,Suburban,Silver,66,4.4,2024-10-21 21:00:00,Economy,77,234.0714535105622,2024,10,21,21,0,0,57.142857142857146,328.75483638560894,40.0,346.4926515319707
53,26,Urban,Gold,54,4.6,2024-10-21 21:00:00,Premium,52,184.0244513007148,2024,10,21,21,0,0,54.285714285714285,317.9572989405318,54.0,234.0714535105622
81,34,Urban,Silver,98,3.55,2024-10-21 14:00:00,Premium,164,554.8869659163038,2024,10,21,14,0,0,53.57142857142857,328.1434319843748,53.0,184.0244513007148
45,20,Urban,Regular,80,4.73,2024-10-21 09:00:00,Economy,63,192.61977241404605,2024,10,21,9,0,0,49.285714285714285,333.0335206671106,81.0,554.8869659163038
20,9,Urban,Silver,77,3.91,2024-10-21 18:00:00,Economy,89,227.796524806166,2024,10,21,18,0,0,46.57142857142857,326.47300289964824,45.0,192.61977241404605
47,22,Rural,Silver,11,4.8,2024-10-21 14:00:00,Premium,119,416.601648993299,2024,10,21,14,0,0,48.57142857142857,337.49393868939814,20.0,227.796524806166
33,18,Urban,Gold,90,3.61,2024-10-21 18:00:00,Premium,146,671.7128294096442,2024,10,21,18,0,0,47.57142857142857,348.9187999166917,47.0,416.601648993299
78,57,Rural,Silver,5,4.82,2024-10-21 09:00:00,Premium,127,552.6397714448676,2024,10,21,9,0,0,51.0,361.5858111598582,33.0,671.7128294096442
26,12,Rural,Silver,9,3.75,2024-10-21 14:00:00,Economy,115,321.37240510655704,2024,10,21,14,0,0,47.142857142857146,363.56677356830136,78.0,552.6397714448676
62,21,Rural,Regular,61,4.57,2024-10-21 21:00:00,Economy,56,215.4338699200544,2024,10,21,21,0,0,44.42857142857143,364.11317988812857,26.0,321.37240510655704
84,59,Suburban,Silver,67,4.27,2024-10-21 09:00:00,Premium,164,758.9961232252967,2024,10,21,9,0,0,50.0,381.67026883181364,62.0,215.4338699200544
49,8,Urban,Regular,1,4.06,2024-10-21 14:00:00,Premium,157,694.4247148756359,2024,10,21,14,0,0,54.142857142857146,398.6406980574472,84.0,758.9961232252967
34,22,Suburban,Gold,34,3.64,2024-10-21 09:00:00,Economy,176,617.3632185255483,2024,10,21,9,0,0,52.285714285714285,414.0940906849364,49.0,694.4247148756359
49,30,Rural,Silver,86,3.62,2024-10-21 14:00:00,Premium,69,328.63536897966003,2024,10,21,14,0,0,54.57142857142857,420.83269847468057,34.0,617.3632185255483
83,50,Rural,Regular,7,3.66,2024-10-21 18:00:00,Premium,100,376.3000600585162,2024,10,21,18,0,0,55.285714285714285,413.0592395564603,49.0,328.63536897966003
88,5,Urban,Silver,89,3.59,2024-10-21 21:00:00,Economy,27,70.20380336705749,2024,10,21,21,0,0,64.14285714285714,405.8272850831099,83.0,376.3000600585162
90,71,Suburban,Gold,88,3.84,2024-10-21 09:00:00,Economy,167,451.6848649701074,2024,10,21,9,0,0,68.14285714285714,407.3392870315926,88.0,70.20380336705749
65,5,Rural,Silver,24,3.54,2024-10-21 21:00:00,Economy,119,301.40392677127403,2024,10,21,21,0,0,65.42857142857143,409.08484750212017,90.0,451.6848649701074
73,28,Urban,Silver,22,4.57,2024-10-21 14:00:00,Economy,53,153.39607111804412,2024,10,21,14,0,0,68.85714285714286,393.50132682051407,65.0,301.40392677127403
85,62,Suburban,Silver,54,3.78,2024-10-21 09:00:00,Economy,114,339.66230419418656,2024,10,21,9,0,0,76.14285714285714,395.92138023774265,73.0,153.39607111804412
65,27,Rural,Gold,62,3.54,2024-10-21 21:00:00,Premium,162,733.4425366578176,2024,10,21,21,0,0,78.42857142857143,396.5109716896963,85.0,339.66230419418656
74,42,Urban,Gold,88,3.5,2024-10-21 18:00:00,Economy,77,203.8363809804033,2024,10,21,18,0,0,77.14285714285714,388.9593347917186,65.0,733.4425366578176
41,7,Rural,Gold,68,4.3,2024-10-21 18:00:00,Premium,66,284.5088586099128,2024,10,21,18,0,0,70.42857142857143,378.30052851175947,74.0,203.8363809804033
79,23,Urban,Gold,88,3.88,2024-10-21 21:00:00,Economy,164,492.1134583590864,2024,10,21,21,0,0,68.85714285714286,386.5868083517495,41.0,284.5088586099128
53,7,Urban,Silver,64,4.55,2024-10-21 21:00:00,Premium,10,86.19117981050438,2024,10,21,21,0,0,67.14285714285714,383.5860341208194,79.0,492.1134583590864
35,14,Urban,Silver,74,5.0,2024-10-21 21:00:00,Premium,175,727.8809447636283,2024,10,21,21,0,0,61.714285714285715,392.13274454313716,53.0,86.19117981050438
53,40,Rural,Gold,79,3.66,2024-10-21 18:00:00,Premium,30,158.65264164620277,2024,10,21,18,0,0,57.142857142857146,382.30860095163206,35.0,727.8809447636283
36,23,Urban,Silver,42,4.66,2024-10-21 09:00:00,Economy,14,44.52503661261306,2024,10,21,9,0,0,53.0,375.4225252901378,53.0,158.65264164620277
38,25,Urban,Regular,2,4.24,2024-10-21 09:00:00,Premium,128,452.4258268814717,2024,10,21,9,0,0,47.857142857142854,373.1099888253718,36.0,44.52503661261306
52,36,Rural,Silver,1,4.52,2024-10-21 09:00:00,Premium,36,152.64047921471024,2024,10,21,9,0,0,49.42857142857143,366.6482497481298,38.0,452.4258268814717
91,64,Suburban,Regular,26,4.56,2024-10-21 09:00:00,Premium,96,420.2245689053783,2024,10,21,9,0,0,51.142857142857146,372.8533535946236,52.0,152.64047921471024
87,5,Urban,Silver,59,4.32,2024-10-21 21:00:00,Economy,42,151.35930066309265,2024,10,21,21,0,0,56.0,371.76451524003625,91.0,420.2245689053783
96,20,Suburban,Gold,88,3.6,2024-10-21 18:00:00,Premium,71,242.27196569085137,2024,10,21,18,0,0,64.71428571428571,361.3440152325211,87.0,151.35930066309265
83,59,Urban,Gold,8,4.85,2024-10-21 09:00:00,Economy,31,119.0485543701777,2024,10,21,9,0,0,69.0,358.89164129772547,96.0,242.27196569085137
48,23,Rural,Gold,0,4.46,2024-10-21 14:00:00,Economy,174,472.56954081275165,2024,10,21,14,0,0,70.71428571428571,367.05074183127834,83.0,119.0485543701777
65,19,Suburban,Silver,24,4.59,2024-10-21 18:00:00,Economy,96,334.6493506052282,2024,10,21,18,0,0,74.57142857142857,364.318998551676,48.0,472.56954081275165
79,29,Suburban,Silver,0,4.86,2024-10-21 09:00:00,Economy,127,406.0855256604135,2024,10,21,9,0,0,78.42857142857143,355.46475509336835,65.0,334.6493506052282
100,22,Suburban,Silver,45,4.23,2024-10-21 21:00:00,Premium,141,551.365137615676,2024,10,21,21,0,0,79.71428571428571,355.42226729906196,79.0,406.0855256604135
73,63,Suburban,Silver,25,4.19,2024-10-21 14:00:00,Economy,129,534.0181945871103,2024,10,21,14,0,0,77.71428571428571,362.51046028174704,100.0,551.365137615676
79,67,Rural,Gold,56,4.01,2024-10-21 18:00:00,Premium,151,501.2363000548165,2024,10,21,18,0,0,75.28571428571429,372.0372079529058,73.0,534.0181945871103
88,55,Rural,Regular,56,4.0,2024-10-21 21:00:00,Premium,26,159.60691863182956,2024,10,21,21,0,0,76.0,352.05756779979026,79.0,501.2363000548165
76,34,Suburban,Silver,10,4.92,2024-10-21 09:00:00,Economy,103,359.8010509571677,2024,10,21,9,0,0,80.0,340.9034456691746,88.0,159.60691863182956
49,30,Suburban,Silver,80,3.74,2024-10-21 21:00:00,Economy,85,348.6695624527248,2024,10,21,21,0,0,77.71428571428571,331.9469904667472,76.0,359.8010509571677
100,64,Rural,Regular,7,4.89,2024-10-21 21:00:00,Premium,115,490.5040759704239,2024,10,21,21,0,0,80.71428571428571,337.342614033106,49.0,348.6695624527248
87,26,Rural,Gold,63,4.2,2024-10-21 09:00:00,Premium,118,485.683239513509,2024,10,21,9,0,0,78.85714285714286,340.988720014939,100.0,490.5040759704239
22,5,Rural,Silver,93,4.85,2024-10-21 18:00:00,Economy,99,424.9275101964327,2024,10,21,18,0,0,71.57142857142857,352.81284357591824,87.0,485.683239513509
21,11,Rural,Silver,23,3.76,2024-10-21 14:00:00,Economy,12,40.442890652890384,2024,10,21,14,0,0,63.285714285714285,339.1047777653443,22.0,424.9275101964327
93,57,Suburban,Regular,34,4.89,2024-10-21 09:00:00,Premium,80,258.424915281181,2024,10,21,9,0,0,64.0,337.6721440490079,21.0,40.442890652890384
28,15,Rural,Gold,90,4.25,2024-10-21 21:00:00,Premium,177,511.929390993806,2024,10,21,21,0,0,57.142857142857146,349.6232547115333,93.0,258.424915281181
97,7,Urban,Silver,22,3.74,2024-10-21 14:00:00,Premium,147,441.74670095471794,2024,10,21,14,0,0,64.0,353.0260679368843,28.0,511.929390993806
48,12,Urban,Silver,51,4.63,2024-10-21 21:00:00,Premium,32,175.5180543386476,2024,10,21,21,0,0,56.57142857142857,334.42858519291195,97.0,441.74670095471794
70,37,Urban,Silver,10,3.65,2024-10-21 21:00:00,Premium,168,658.5834276725151,2024,10,21,21,0,0,54.142857142857146,349.586820082649,48.0,175.5180543386476
78,12,Rural,Silver,99,4.3,2024-10-21 14:00:00,Economy,95,299.2909931126892,2024,10,21,14,0,0,62.142857142857146,350.0795578994083,70.0,658.5834276725151
25,7,Rural,Regular,24,3.85,2024-10-21 18:00:00,Premium,144,494.8027992189699,2024,10,21,18,0,0,62.714285714285715,350.1692025947377,78.0,299.2909931126892
24,9,Urban,Gold,6,4.05,2024-10-21 14:00:00,Premium,69,223.51901195083732,2024,10,21,14,0,0,52.857142857142854,354.7467969994155,25.0,494.8027992189699
92,37,Rural,Silver,7,4.92,2024-10-21 09:00:00,Premium,103,434.5710508212173,2024,10,21,9,0,0,62.0,344.9698005346684,24.0,223.51901195083732
43,33,Rural,Gold,16,4.01,2024-10-21 09:00:00,Premium,159,630.4284012724294,2024,10,21,9,0,0,54.285714285714285,360.695659188876,92.0,434.5710508212173
96,23,Urban,Gold,8,4.23,2024-10-21 09:00:00,Premium,90,445.1254111184949,2024,10,21,9,0,0,61.142857142857146,374.04900500573876,43.0,630.4284012724294
88,46,Rural,Gold,35,4.89,2024-10-21 14:00:00,Premium,72,361.98552095653855,2024,10,21,14,0,0,63.714285714285715,371.0343281415743,96.0,445.1254111184949
83,43,Suburban,Regular,20,3.59,2024-10-21 09:00:00,Economy,63,267.28219711727195,2024,10,21,9,0,0,64.42857142857143,374.85571873832635,88.0,361.98552095653855
50,29,Urban,Regular,2,4.81,2024-10-21 09:00:00,Economy,143,518.9547629602604,2024,10,21,9,0,0,68.0,378.1467252068224,83.0,267.28219711727195
97,75,Urban,Regular,15,4.94,2024-10-21 14:00:00,Economy,163,575.4934491747886,2024,10,21,14,0,0,78.42857142857143,392.28453015721226,50.0,518.9547629602604
84,24,Suburban,Regular,39,4.08,2024-10-21 14:00:00,Economy,86,349.4432162449335,2024,10,21,14,0,0,77.28571428571429,395.8569051756817,97.0,575.4934491747886
68,40,Suburban,Silver,58,4.64,2024-10-21 09:00:00,Premium,68,279.2349662242834,2024,10,21,9,0,0,80.85714285714286,401.19645223748523,84.0,349.4432162449335
77,30,Urban,Regular,99,4.7,2024-10-21 18:00:00,Premium,179,689.7483154802385,2024,10,21,18,0,0,78.14285714285714,408.4357447264014,68.0,279.2349662242834
82,67,Urban,Regular,13,4.43,2024-10-21 14:00:00,Economy,33,88.76294359232648,2024,10,21,14,0,0,77.28571428571429,400.2395311593047,77.0,689.7483154802385
21,8,Suburban,Gold,37,3.71,2024-10-21 18:00:00,Premium,171,621.7963494961118,2024,10,21,18,0,0,68.42857142857143,407.42989195382796,82.0,88.76294359232648
75,24,Rural,Regular,44,3.79,2024-10-21 21:00:00,Premium,72,307.621949405299,2024,10,21,21,0,0,72.0,399.30511901348206,21.0,621.7963494961118
61,9,Urban,Gold,74,3.98,2024-10-21 18:00:00,Premium,32,172.41053126646165,2024,10,21,18,0,0,66.85714285714286,387.25153023612717,75.0,307.621949405299
90,13,Suburban,Regular,24,3.73,2024-10-21 14:00:00,Economy,126,444.2453020895959,2024,10,21,14,0,0,67.71428571428571,385.3518303039531,61.0,172.41053126646165
100,21,Suburban,Regular,20,3.52,2024-10-21 21:00:00,Premium,163,556.8967118375435,2024,10,21,21,0,0,72.28571428571429,398.5948234108102,90.0,444.2453020895959
93,31,Suburban,Gold,13,3.58,2024-10-21 14:00:00,Premium,101,355.3245754797394,2024,10,21,14,0,0,74.57142857142857,398.44560756156267,100.0,556.8967118375435
92,14,Urban,Silver,57,3.73,2024-10-21 09:00:00,Premium,133,474.99773906008016,2024,10,21,9,0,0,76.0,402.65654678180783,93.0,355.3245754797394
61,12,Rural,Gold,59,4.72,2024-10-21 14:00:00,Premium,178,581.9712306098094,2024,10,21,14,0,0,81.71428571428571,405.705451936454,92.0,474.99773906008016
53,12,Suburban,Gold,79,3.6,2024-10-21 21:00:00,Premium,154,663.4393972369916,2024,10,21,21,0,0,78.57142857142857,411.6306571939034,61.0,581.9712306098094
55,21,Urban,Regular,20,3.56,2024-10-21 21:00:00,Premium,134,519.469492374694,2024,10,21,21,0,0,77.71428571428571,414.7820565998454,53.0,663.4393972369916
57,45,Rural,Gold,78,4.43,2024-10-21 14:00:00,Premium,112,397.6919501475396,2024,10,21,14,0,0,73.0,426.69035858300043,55.0,519.469492374694
34,8,Suburban,Silver,51,4.09,2024-10-21 14:00:00,Premium,130,388.1122298927073,2024,10,21,14,0,0,63.57142857142857,431.0132690700513,57.0,397.6919501475396
50,11,Suburban,Silver,19,4.87,2024-10-21 09:00:00,Economy,144,591.1000759572743,2024,10,21,9,0,0,57.42857142857143,433.65229190216695,34.0,388.1122298927073
35,22,Rural,Silver,82,3.79,2024-10-21 14:00:00,Economy,174,586.7988633141081,2024,10,21,14,0,0,49.285714285714285,438.4873639808132,50.0,591.1000759572743
43,14,Suburban,Regular,1,3.53,2024-10-21 21:00:00,Premium,134,648.9097429236178,2024,10,21,21,0,0,46.714285714285715,454.2670869336456,35.0,586.7988633141081
50,25,Suburban,Silver,19,4.32,2024-10-21 21:00:00,Economy,176,746.3391324597457,2024,10,21,21,0,0,46.285714285714285,457.19227709321996,43.0,648.9097429236178
55,19,Urban,Regular,64,4.34,2024-10-21 09:00:00,Premium,129,555.0976877626003,2024,10,21,9,0,0,46.285714285714285,465.7191669148836,50.0,746.3391324597457
93,67,Urban,Silver,21,4.88,2024-10-21 21:00:00,Premium,87,417.91314129159,2024,10,21,21,0,0,51.42857142857143,463.15617831730435,55.0,555.0976877626003
94,69,Urban,Silver,86,4.12,2024-10-21 09:00:00,Premium,18,97.80093621671637,2024,10,21,9,0,0,60.0,458.96557579283365,93.0,417.91314129159
70,60,Urban,Regular,57,4.05,2024-10-21 14:00:00,Premium,43,193.0891119987856,2024,10,21,14,0,0,62.857142857142854,450.9161778320859,94.0,97.80093621671637
36,25,Suburban,Regular,61,3.64,2024-10-21 21:00:00,Economy,132,492.4640116460618,2024,10,21,21,0,0,63.0,446.3173648445403,70.0,193.0891119987856
37,9,Suburban,Silver,73,4.8,2024-10-21 09:00:00,Economy,124,408.81562882076287,2024,10,21,9,0,0,62.142857142857146,445.10703876794923,36.0,492.4640116460618
68,46,Urban,Gold,8,4.21,2024-10-21 14:00:00,Economy,116,364.1617948077249,2024,10,21,14,0,0,64.71428571428571,445.1795812296555,37.0,408.81562882076287
77,15,Suburban,Regular,47,4.47,2024-10-21 09:00:00,Economy,66,228.64349787316,2024,10,21,9,0,0,67.85714285714286,443.89162458818504,68.0,364.1617948077249
27,12,Suburban,Silver,64,4.7,2024-10-21 18:00:00,Economy,149,667.9464280068869,2024,10,21,18,0,0,58.42857142857143,448.85801342307263,77.0,228.64349787316
90,56,Suburban,Silver,61,4.38,2024-10-21 21:00:00,Premium,91,410.34270896598935,2024,10,21,21,0,0,57.857142857142854,443.352988749446,27.0,667.9464280068869
46,23,Suburban,Regular,19,4.92,2024-10-21 14:00:00,Economy,169,710.4192641684332,2024,10,21,14,0,0,54.42857142857143,455.3855236802293,90.0,410.34270896598935
96,80,Urban,Regular,47,3.77,2024-10-21 09:00:00,Economy,70,177.20306582722415,2024,10,21,9,0,0,63.0,451.98446033366065,46.0,710.4192641684332
80,6,Rural,Silver,43,4.81,2024-10-21 21:00:00,Economy,24,74.32837977574499,2024,10,21,21,0,0,69.14285714285714,431.47046247684415,96.0,177.20306582722415
80,31,Suburban,Silver,91,4.61,2024-10-21 18:00:00,Premium,127,392.3027600530253,2024,10,21,18,0,0,70.85714285714286,441.5884563588675,80.0,74.32837977574499
64,25,Suburban,Silver,85,4.46,2024-10-21 14:00:00,Premium,37,168.61019430479575,2024,10,21,14,0,0,69.0,426.48225118582366,80.0,392.3027600530253
57,42,Rural,Silver,36,3.59,2024-10-21 14:00:00,Premium,167,587.2581373063812,2024,10,21,14,0,0,73.28571428571429,435.80345744919305,64.0,168.61019430479575
52,7,Rural,Silver,57,4.82,2024-10-21 21:00:00,Economy,180,563.9803272683639,2024,10,21,21,0,0,67.85714285714286,448.85578398258974,57.0,587.2581373063812
69,56,Urban,Regular,73,4.02,2024-10-21 21:00:00,Premium,116,352.3474982568331,2024,10,21,21,0,0,71.14285714285714,445.792523854831,52.0,563.9803272683639
67,54,Suburban,Regular,53,3.67,2024-10-21 09:00:00,Economy,110,415.3075369486595,2024,10,21,9,0,0,67.0,441.0728846918682,69.0,352.3474982568331
25,7,Rural,Silver,13,4.07,2024-10-21 14:00:00,Premium,60,204.215843297379,2024,10,21,14,0,0,59.142857142857146,436.0359269524562,67.0,415.3075369486595
80,35,Rural,Regular,29,4.49,2024-10-21 21:00:00,Economy,79,319.6520700676685,2024,10,21,21,0,0,59.142857142857146,430.8577379860425,25.0,204.215843297379
73,6,Suburban,Silver,5,4.03,2024-10-21 21:00:00,Premium,71,362.05333073474793,2024,10,21,21,0,0,60.42857142857143,423.52714132354043,80.0,319.6520700676685
24,6,Urban,Regular,65,4.29,2024-10-21 14:00:00,Premium,106,387.4755378090192,2024,10,21,14,0,0,55.714285714285715,414.3283460092747,73.0,362.05333073474793
37,14,Rural,Gold,18,4.36,2024-10-21 18:00:00,Economy,85,348.8532987245396,2024,10,21,18,0,0,53.57142857142857,408.6411395542695,24.0,387.4755378090192
27,6,Rural,Regular,74,4.75,2024-10-21 14:00:00,Premium,157,732.2985126943609,2024,10,21,14,0,0,47.57142857142857,419.7946916391636,37.0,348.8532987245396
23,11,Urban,Regular,11,4.86,2024-10-21 14:00:00,Economy,133,343.6721333865543,2024,10,21,14,0,0,41.285714285714285,418.3133550889585,27.0,732.2985126943609
42,8,Rural,Gold,12,4.79,2024-10-21 09:00:00,Premium,166,599.7162532373392,2024,10,21,9,0,0,43.714285714285715,418.60056099829393,23.0,343.6721333865543
74,39,Urban,Silver,11,3.65,2024-10-21 09:00:00,Economy,173,484.75453888236336,2024,10,21,9,0,0,42.857142857142854,415.1990835172358,42.0,599.7162532373392
68,30,Urban,Regular,28,4.69,2024-10-21 21:00:00,Premium,134,581.1514565564086,2024,10,21,21,0,0,42.142857142857146,412.94047397166213,74.0,484.75453888236336
59,9,Suburban,Silver,30,4.83,2024-10-21 14:00:00,Economy,140,603.3651642705413,2024,10,21,14,0,0,47.142857142857146,408.17467503202204,68.0,581.1514565564086
89,75,Rural,Silver,76,4.39,2024-10-21 18:00:00,Economy,110,369.8546414878244,2024,10,21,18,0,0,54.57142857142857,401.99990682286284,59.0,603.3651642705413
81,35,Suburban,Regular,45,4.11,2024-10-21 21:00:00,Economy,174,708.8801421484817,2024,10,21,21,0,0,62.285714285714285,411.69880685142584,89.0,369.8546414878244
33,8,Suburban,Regular,74,4.52,2024-10-21 09:00:00,Premium,56,205.83755050869485,2024,10,21,9,0,0,63.714285714285715,415.30002732782515,81.0,708.8801421484817
75,28,Urban,Gold,49,4.46,2024-10-21 21:00:00,Economy,163,684.5607033083106,2024,10,21,21,0,0,68.42857142857143,431.68241370480933,33.0,205.83755050869485
87,48,Suburban,Silver,95,4.73,2024-10-21 09:00:00,Economy,162,453.2541298779704,2024,10,21,9,0,0,70.28571428571429,430.375417645873,75.0,684.5607033083106
56,37,Suburban,Silver,96,3.83,2024-10-21 14:00:00,Premium,130,412.5848379812361,2024,10,21,14,0,0,68.57142857142857,430.50105795122204,87.0,453.2541298779704
75,32,Urban,Silver,20,3.69,2024-10-21 18:00:00,Premium,96,440.4442377359072,2024,10,21,18,0,0,70.85714285714286,433.0438060488281,56.0,412.5848379812361
99,54,Rural,Silver,96,3.77,2024-10-21 14:00:00,Premium,61,241.6407113776789,2024,10,21,14,0,0,72.28571428571429,433.4770464989788,75.0,440.4442377359072
33,16,Rural,Regular,81,4.08,2024-10-21 14:00:00,Premium,50,201.29253189374316,2024,10,21,14,0,0,65.42857142857143,417.9219166285406,99.0,241.6407113776789
